날짜,KOSPI,건설업,의약품,철강금속,증권,금융업,기계,화학,서비스업,전기전자,운수장비,유통업,음식료품
20221024,223616,0.9565572789197385,0.8834687845845768,0.9726648223260514,0.9059355679992273,0.966607171691666,0.8776709141888448,1.0,0.8309201792751775,0.8507352930263155,0.9431159491791201,0.9742761224859988,0.9706976586692271
20221021,221312,0.9789122098776284,0.9376681720900255,1.0000000000000002,0.9433399661235645,1.0,0.9110609146353781,0.9888299629819096,0.8629016494636954,0.9064125046190235,0.995684661372523,1.0,1.0
20221020,221809,0.9600447357185002,0.9507545534469959,0.9601744401602621,0.9351422020580237,0.9681668320801649,0.9182855203253868,0.9071383367069573,0.8667367633155645,0.906186726586304,0.9969864682794862,0.9718364930088472,0.9750149732091815
20221019,223744,0.9227867462242121,0.9257976138631283,0.8551847408716566,0.8877040657788465,0.89784041779486,0.8455362670133635,0.8758408773070435,0.8259798115531873,0.8935633822822786,0.9482108015945336,0.8702155817454824,0.9098212780235029
20221018,224995,0.92607865321533,0.8469068463225635,0.8271268603805513,0.8504526604751427,0.8510441746711161,0.8101280326962352,0.85095437326132,0.8137422577844895,0.8463575744013121,0.9115485841152442,0.8273683474653706,0.8639547361351747
20221017,221971,0.9627173347413296,0.8879637163549383,0.8557673342385612,0.8743428837182582,0.8910154025098183,0.8437723103724686,0.8839643179860218,0.8555143008404253,0.8604037509351545,0.950925021048646,0.8628928836227878,0.9374467427178335
20221014,221255,0.9906359732397554,0.9145473845388612,0.8485569669548221,0.8949798687565481,0.9292379993333815,0.9339180794352115,0.9058847554069148,0.8643015743316553,0.890677295691944,0.9660966313979336,0.8720885989257625,0.9423394644393808
20221013,216287,1.0,0.9898855739815684,0.8832912465695559,0.9176624101508576,0.9673521277010222,0.9771940503174266,0.9152987104090343,0.8857139857698619,0.932398727919598,0.9999999999999998,0.9446775933796037,0.9769823434500693
20221012,220247,0.9711008855993968,0.947191061686391,0.8379147917786691,0.903288745136105,0.9367826183652577,0.8333929152179222,0.8916115846169096,0.8259576271227123,0.9370814312175924,0.966133552843724,0.8979248426768147,0.912117505067179
20221011,219207,0.9541573553419387,0.965821207298301,0.815947283912039,0.8992501643450902,0.9350983910432378,0.8277999031113876,0.8865294731905938,0.8387423740424136,0.955763599809595,0.9886798623586441,0.8867830159060714,0.9043820331229142
20221007,223284,0.943946237430801,0.8016154850525632,0.7713778675380183,0.8872232555843212,0.8824622766354233,0.8463006376445441,0.846727096660583,0.8084952772626737,0.8956687413304016,0.9415050570168899,0.8824124497514423,0.8449891384091961
20221006,223786,0.9371785789905183,0.814183904599467,0.7855009706212364,0.9194335361638865,0.8634811675958196,0.9181939802169112,0.8362683722800258,0.827852255279059,0.9031551021913726,0.905787655492212,0.8589371630485685,0.8279464917390094
20221005,221522,0.9232887800941159,0.8272174647135528,0.7491060134181684,0.8938637451748411,0.8449671954891467,0.9073452888033295,0.806744325561583,0.8332728938726846,0.9207304185970075,0.8992872676978336,0.8588909651443135,0.8019725120478678
20221004,220938,0.8987498539796719,0.8249246356615492,0.7639675918928932,0.8919775862552425,0.8230459666600805,0.8618472277445437,0.8199621894760724,1.0,0.9329203387948155,0.8824893116927528,0.811283754982401,0.8216418959663359
20220930,215549,0.9663737694972045,0.9206021415248673,0.8772261386562696,0.977937659230094,0.9534156815907711,0.9985117558567733,0.8884285258783656,0.992749221580127,0.9806092447939418,0.9666485235667388,0.9079480904524178,0.9052895402073684
20220929,217093,0.9700197726615156,0.9919014125772099,0.8571536882348336,1.0,0.9431612134338323,0.9502215165644454,0.8657287856258117,0.9467526442484058,0.9845578619586894,0.9750642411339949,0.9153750157541323,0.9169793255545642
20220928,216929,0.9542500495410409,1.0000000000000002,0.8365781044272802,0.9923826261964951,0.9641504280002993,1.0,0.8831318713005573,0.9778851262387451,1.0,0.9355403639501787,0.8966255964841978,0.9249281911161882
20220927,222386,0.8913576674157095,0.8794144718903982,0.7183250945006991,0.9111242372572294,0.9019516867665933,0.9721789287528639,0.8190393711599623,0.9634459998556648,0.9480235312228853,0.8616209632921132,0.7576791212713982,0.7978083387847814
